id,description
8623,"The Twin Emperors... their incessant whispers are slowly taking a toll on my sanity.  They mock me, knowing I cannot step further into their domain to save my brother Arygos.In my visions I see their monstrous faces adorned by powerful crowns.  But I will have my revenge... I will transmute these symbols of Qiraji power to ones better suited to our needs.Bring me the components I require, <name>.  I will give you a headpiece of unmatched power."
8624,"You seek to prove your worth to my kind, mortal?  Very well, perhaps we can be of mutual assistance.The ancient sandworm, Ouro, is a being of legendary power.  He is rumored to have been created by the Old God himself as a mockery of life.His skin is unnatural... thick, nearly impregnable, yet it's flexible and allows him to move with the speed and grace of a much smaller creature.Bring me a sample of his skin along with other minor components and I shall craft you leggings of great power."
8625,It is said among us that the ornate shoulder armor worn by the mortal races started as an attempt to emulate the wings of a dragon.Bring me the bindings worn by the highest Qiraji leaders and I shall shape them into a set of pauldrons more dreadful than even the wings of Nefarian himself!
8626,"Qiraji magic is strong and ancient.  The most powerful qiraji wield items of such might, they'd give pause even to a dragon.Bring me the qiraji bindings of command and other minor components by and I'll create a set of powerful boots for you.You will find them useful in the fight against the enemy."
8627,"The unmentionable Old God slowly awakens from his slumber beneath Ahn'Qiraj.  The terrible fate that awaits Azeroth could come in days or years; time has no meaning for beings of his power.When the stars are favorable, he will lash out against all living beings with terrible wrath.  You must find him before then and find a way to bring his existence to an end.Do this and bring me a piece of his husk.  I shall grant you armor no mortal has ever worn... armor fit for one who has slain a god!"
8628,"The Twin Emperors... their incessant whispers are slowly taking a toll on my sanity.  They mock me, knowing I cannot step further into their domain to save my brother Arygos.In my visions I see their monstrous faces adorned by powerful crowns.  But I will have my revenge... I will transmute these symbols of Qiraji power to ones better suited to our needs.Bring me the components I require, <name>.  I will give you a headpiece of unmatched power."
8629,"You seek to prove your worth to my kind, mortal?  Very well, perhaps we can be of mutual assistance.The ancient sandworm, Ouro, is a being of legendary power.  He is rumored to have been created by the Old God himself as a mockery of life.His skin is unnatural... thick, nearly impregnable, yet it's flexible and allows him to move with the speed and grace of a much smaller creature.Bring me a sample of his skin along with other minor components and I shall craft you leggings of great power."
8630,It is said among us that the ornate shoulder armor worn by the mortal races started as an attempt to emulate the wings of a dragon.Bring me the bindings worn by the highest Qiraji leaders and I shall shape them into a set of pauldrons more dreadful than even the wings of Nefarian himself!
8631,"You seek to prove your worth to my kind, mortal?  Very well, perhaps we can be of mutual assistance.The ancient sandworm, Ouro, is a being of legendary power.  He is rumored to have been created by the Old God himself as a mockery of life.His skin is unnatural... thick, nearly impregnable, yet it's flexible and allows him to move with the speed and grace of a much smaller creature.Bring me a sample of his skin along with other minor components and I shall craft you leggings of great power."
8632,"The Twin Emperors... their incessant whispers are slowly taking a toll on my sanity.  They mock me, knowing I cannot step further into their domain to save my brother Arygos.In my visions I see their monstrous faces adorned by powerful crowns.  But I will have my revenge... I will transmute these symbols of Qiraji power to ones better suited to our needs.Bring me the components I require, <name>.  I will give you a headpiece of unmatched power."
8633,"The unmentionable Old God slowly awakens from his slumber beneath Ahn'Qiraj.  The terrible fate that awaits Azeroth could come in days or years; time has no meaning for beings of his power.When the stars are favorable, he will lash out against all living beings with terrible wrath.  You must find him before then and find a way to bring his existence to an end.Do this and bring me a piece of his husk.  I shall grant you armor no mortal has ever worn... armor fit for one who has slain a god!"
8634,"Qiraji magic is strong and ancient.  The most powerful qiraji wield items of such might, they'd give pause even to a dragon.Bring me the qiraji bindings of dominance and other minor components by and I'll create a set of powerful boots for you.You will find them useful in the fight against the enemy."
8637,"Qiraji magic is strong and ancient.  The most powerful qiraji wield items of such might, they'd give pause even to a dragon.Bring me the qiraji bindings of command and other minor components by and I'll create a set of powerful boots for you.You will find them useful in the fight against the enemy."
8638,"The unmentionable Old God slowly awakens from his slumber beneath Ahn'Qiraj.  The terrible fate that awaits Azeroth could come in days or years; time has no meaning for beings of his power.When the stars are favorable, he will lash out against all living beings with terrible wrath.  You must find him before then and find a way to bring his existence to an end.Do this and bring me a piece of his husk.  I shall grant you armor no mortal has ever worn... armor fit for one who has slain a god!"
8639,"The Twin Emperors... their incessant whispers are slowly taking a toll on my sanity.  They mock me, knowing I cannot step further into their domain to save my brother Arygos.In my visions I see their monstrous faces adorned by powerful crowns.  But I will have my revenge... I will transmute these symbols of Qiraji power to ones better suited to our needs.Bring me the components I require, <name>.  I will give you a headpiece of unmatched power."
8640,"You seek to prove your worth to my kind, mortal?  Very well, perhaps we can be of mutual assistance.The ancient sandworm, Ouro, is a being of legendary power.  He is rumored to have been created by the Old God himself as a mockery of life.His skin is unnatural... thick, nearly impregnable, yet it's flexible and allows him to move with the speed and grace of a much smaller creature.Bring me a sample of his skin along with other minor components and I shall craft you leggings of great power."
8641,It is said among us that the ornate shoulder armor worn by the mortal races started as an attempt to emulate the wings of a dragon.Bring me the bindings worn by the highest Qiraji leaders and I shall shape them into a set of pauldrons more dreadful than even the wings of Nefarian himself!
8655,"Qiraji magic is strong and ancient.  The most powerful qiraji wield items of such might, they'd give pause even to a dragon.Bring me the qiraji bindings of dominance and other minor components and I'll create a set of powerful boots for you.You will find them useful in the fight against the enemy."
8656,"The unmentionable Old God slowly awakens from his slumber beneath Ahn'Qiraj.  The terrible fate that awaits Azeroth could come in days or years; time has no meaning for beings of his power.When the stars are favorable, he will lash out against all living beings with terrible wrath.  You must find him before then and find a way to bring his existence to an end.Do this and bring me a piece of his husk.  I shall grant you armor no mortal has ever worn... armor fit for one who has slain a god!"
8657,"The Twin Emperors... their incessant whispers are slowly taking a toll on my sanity.  They mock me, knowing I cannot step further into their domain to save my brother Arygos.In my visions I see their monstrous faces adorned by powerful crowns.  But I will have my revenge... I will transmute these symbols of Qiraji power to ones better suited to our needs.Bring me the components I require, <name>.  I will make you a headpiece of unmatched power."
8658,"You seek to prove your worth to my kind, mortal?  Very well, perhaps we can be of mutual assistance.The ancient sandworm, Ouro, is a being of legendary power.  He is rumored to have been created by the Old God himself as a mockery of life.His skin is unnatural... thick, nearly impregnable, yet it's flexible and allows him to move with the speed and grace of a much smaller creature.Bring me a sample of his skin along with other minor components and I shall craft you leggings of great power."
8659,It is said among us that the ornate shoulder armor worn by the mortal races started as an attempt to emulate the wings of a dragon.Bring me the bindings worn by the highest Qiraji leaders and I shall shape them into a set of pauldrons more dreadful than even the wings of Nefarian himself!
8660,"Qiraji magic is strong and ancient.  The most powerful qiraji wield items of such might, they'd give pause even to a dragon.Bring me the qiraji bindings of dominance and other minor components by and I'll create a set of powerful boots for you.You will find them useful in the fight against the enemy."
8661,"The unmentionable Old God slowly awakens from his slumber beneath Ahn'Qiraj.  The terrible fate that awaits Azeroth could come in days or years; time has no meaning for beings of his power.When the stars are favorable, he will lash out against all living beings with terrible wrath.  You must find him before then and find a way to bring his existence to an end.Do this and bring me a piece of his husk.  I shall grant you armor no mortal has ever worn... armor fit for one who has slain a god!"
8662,"The Twin Emperors... their incessant whispers are slowly taking a toll on my sanity.  They mock me, knowing I cannot step further into their domain to save my brother Arygos.In my visions I see their monstrous faces adorned by powerful crowns.  But I will have my revenge... I will transmute these symbols of Qiraji power to ones better suited to our needs.Bring me the components I require, <name>.  I will give you a headpiece of unmatched power."
8663,"You seek to prove your worth to my kind, mortal?  Very well, perhaps we can be of mutual assistance.The ancient sandworm, Ouro, is a being of legendary power.  He is rumored to have been created by the Old God himself as a mockery of life.His skin is unnatural... thick, nearly impregnable, yet it's flexible and allows him to move with the speed and grace of a much smaller creature.Bring me a sample of his skin along with other minor components and I shall craft you leggings of great power."
8664,It is said among us that the ornate shoulder armor worn by the mortal races started as an attempt to emulate the wings of a dragon.Bring me the bindings worn by the highest Qiraji leaders and I shall shape them into a set of pauldrons more dreadful than even the wings of Nefarian himself!
8665,"Qiraji magic is strong and ancient.  The most powerful qiraji wield items of such might, they'd give pause even to a dragon.Bring me the qiraji bindings of dominance and other minor components by and I'll create a set of powerful boots for you.You will find them useful in the fight against the enemy."
8666,"The unmentionable Old God slowly awakens from his slumber beneath Ahn'Qiraj.  The terrible fate that awaits Azeroth could come in days or years; time has no meaning for beings of his power.When the stars are favorable, he will lash out against all living beings with terrible wrath.  You must find him before then and find a way to bring his existence to an end.Do this and bring me a piece of his husk.  I shall grant you armor no mortal has ever worn... armor fit for one who has slain a god!"
8667,"The Twin Emperors... their incessant whispers are slowly taking a toll on my sanity.  They mock me, knowing I cannot step further into their domain to save my brother Arygos.In my visions I see their monstrous faces adorned by powerful crowns.  But I will have my revenge... I will transmute these symbols of Qiraji power to ones better suited to our needs.Bring me the components I require, <name>.  I will give you a headpiece of unmatched power."
8668,"You seek to prove your worth to my kind, mortal?  Very well, perhaps we can be of mutual assistance.The ancient sandworm, Ouro, is a being of legendary power.  He is rumored to have been created by the Old God himself as a mockery of life.His skin is unnatural... thick, nearly impregnable, yet it's flexible and allows him to move with the speed and grace of a much smaller creature.Bring me a sample of his skin along with other minor components and I shall craft you leggings of great power."
8669,It is said among us that the ornate shoulder armor worn by the mortal races started as an attempt to emulate the wings of a dragon.Bring me the bindings worn by the highest Qiraji leaders and I shall shape them into a set of pauldrons more dreadful than even the wings of Nefarian himself!
8687,Reinforcements have been called on to join the assault on Hive'Zora.  You have been selected to target Hive'Zora tunnelers.  Report back to Commander Mar'alith after completing your task.
8689,"I'm glad to hear you're aiding us in our attack on Ahn'Qiraj, <name>.  I can make you a protective item that'll be of assistance in the fight against our enemy, <class>.I shall need a Qiraji drape, which I'll resize for you of course.  I'll also need idols and scarabs which I'll use to create a suitable clasp.I promise you won't be disappointed."
8690,"I'm glad to hear you're aiding us in our attack on Ahn'Qiraj, <name>.  I can make you a protective item that'll be of assistance in the fight against our enemy, <class>.I shall need a Qiraji drape, which I'll resize for you of course.  I'll also need idols and scarabs which I'll use to create a suitable clasp.I promise you won't be disappointed."
8691,"I'm glad to hear you're aiding us in our attack on Ahn'Qiraj, <name>.  I can make you a protective item that'll be of assistance in the fight against our enemy, <class>.I shall need a Qiraji drape, which I'll resize for you of course.  I'll also need idols and scarabs which I'll use to create a suitable clasp.I promise you won't be disappointed."
8692,"I'm glad to hear you're aiding us in our attack on Ahn'Qiraj, <name>.  I can make you a protective item that'll be of assistance in the fight against our enemy, <class>.I shall need a Qiraji drape, which I'll resize for you of course.  I'll also need idols and scarabs which I'll use to create a suitable clasp.I promise you won't be disappointed."
8693,"I'm glad to hear you're aiding us in our attack on Ahn'Qiraj, <name>.  I can make you a protective item that'll be of assistance in the fight against our enemy, <class>.I shall need a Qiraji drape, which I'll resize for you of course.  I'll also need idols and scarabs which I'll use to create a suitable clasp.I promise you won't be disappointed."
8694,"I'm glad to hear you're aiding us in our attack on Ahn'Qiraj, <name>.  I can make you a protective item that'll be of assistance in the fight against our enemy, <class>.I shall need a Qiraji drape, which I'll resize for you of course.  I'll also need idols and scarabs which I'll use to create a suitable clasp.I promise you won't be disappointed."
8695,"I'm glad to hear you're aiding us in our attack on Ahn'Qiraj, <name>.  I can make you a protective item that'll be of assistance in the fight against our enemy, <class>.I shall need a Qiraji drape, which I'll resize for you of course.  I'll also need idols and scarabs which I'll use to create a suitable clasp.I promise you won't be disappointed."
8696,"I'm glad to hear you're aiding us in our attack on Ahn'Qiraj, <name>.  I can make you a protective item that'll be of assistance in the fight against our enemy, <class>.I shall need a Qiraji drape, which I'll resize for you of course.  I'll also need idols and scarabs which I'll use to create a suitable clasp.I promise you won't be disappointed."
8697,"The rings worn by the Qiraji lieutenants are rumored to grant them formidable abilities.  The corrupted gems that adorn them could, in theory, be swapped out with more pure materials to create uncorrupted versions of the rings.The gems that adorn Qiraji idols would work quite well, as their quality is superior.Bring me the ring and idols and I'll create a powerful ring for you, <class>."
8698,"The rings worn by the Qiraji lieutenants are rumored to grant them formidable abilities.  The corrupted gems that adorn them could, in theory, be swapped out with more pure materials to create uncorrupted versions of the rings.The gems that adorn Qiraji idols would work quite well, as their quality is superior.Bring me the ring and idols and I'll create a powerful ring for you, <class>."
8699,"The rings worn by the Qiraji lieutenants are rumored to grant them formidable abilities.  The corrupted gems that adorn them could, in theory, be swapped out with more pure materials to create uncorrupted versions of the rings.The gems that adorn Qiraji idols would work quite well, as their quality is superior.Bring me the ring and idols and I'll create a powerful ring for you, <class>."
8700,"The rings worn by the Qiraji lieutenants are rumored to grant them formidable abilities.  The corrupted gems that adorn them could, in theory, be swapped out with more pure materials to create uncorrupted versions of the rings.The gems that adorn Qiraji idols would work quite well, as their quality is superior.Bring me the ring and idols and I'll create a powerful ring for you, < fellow / sister> druid."
8701,"The rings worn by the Qiraji lieutenants are rumored to grant them formidable abilities.  The corrupted gems that adorn them could, in theory, be swapped out with more pure materials to create uncorrupted versions of the rings.The gems that adorn Qiraji idols would work quite well, as their quality is superior.Bring me the ring and idols and I'll create a powerful ring for you, <class>."
8702,"The rings worn by the Qiraji lieutenants are rumored to grant them formidable abilities.  The corrupted gems that adorn them could, in theory, be swapped out with more pure materials to create uncorrupted versions of the rings.The gems that adorn Qiraji idols would work quite well, as their quality is superior.Bring me the ring and idols and I'll create a powerful ring for you, <class>."
8703,"The rings worn by the Qiraji lieutenants are rumored to grant them formidable abilities.  The corrupted gems that adorn them could, in theory, be swapped out with more pure materials to create uncorrupted versions of the rings.The gems that adorn Qiraji idols would work quite well, as their quality is superior.Bring me the ring and idols and I'll create a powerful ring for you, <class>."
8704,"The rings worn by the Qiraji lieutenants are rumored to grant them formidable abilities.  The corrupted gems that adorn them could, in theory, be swapped out with more pure materials to create uncorrupted versions of the rings.The gems that adorn Qiraji idols would work quite well, as their quality is superior.Bring me the ring and idols and I'll create a powerful ring for you, <class>."
8705,"The Qiraji and their servants wield items made with the rarest and finest materials: bones from gargantuan ancient creatures, gems from the depths of the earth, metals pure and strong.Just the sight of Qiraji artifacts fills me with an urge to practice my craft with their shattered and smelted pieces.  Prove your allegiance to the Circle, <name>, and I will make you a powerful weapon from the finest Qiraji materials."
8706,"The Qiraji and their servants wield items made with the rarest and finest materials: bones from gargantuan ancient creatures, gems from the depths of the earth, metals pure and strong.Just the sight of Qiraji artifacts fills me with an urge to practice my craft with their shattered and smelted pieces.  Prove your allegiance to the Circle, <name>, and I will make you a powerful weapon from the finest Qiraji materials."
8707,"The Qiraji and their servants wield items made with the rarest and finest materials: bones from gargantuan ancient creatures, gems from the depths of the earth, metals pure and strong.Just the sight of Qiraji artifacts fills me with an urge to practice my craft with their shattered and smelted pieces.  Prove your allegiance to the Circle, <name>, and I will make you a powerful weapon from the finest Qiraji materials."
8708,"The Qiraji and their servants wield items made with the rarest and finest materials: bones from gargantuan ancient creatures, gems from the depths of the earth, metals pure and strong.Just the sight of Qiraji artifacts fills me with an urge to practice my craft with their shattered and smelted pieces.  Prove your allegiance to the Circle, <name>, and I will make you a powerful weapon from the finest Qiraji materials."
8709,"The Qiraji and their servants wield items made with the rarest and finest materials: bones from gargantuan ancient creatures, gems from the depths of the earth, metals pure and strong.Just the sight of Qiraji artifacts fills me with an urge to practice my craft with their shattered and smelted pieces.  Prove your allegiance to the Circle, <name>, and I will make you a powerful weapon from the finest Qiraji materials."
8710,"The Qiraji and their servants wield items made with the rarest and finest materials: bones from gargantuan ancient creatures, gems from the depths of the earth, metals pure and strong.Just the sight of Qiraji artifacts fills me with an urge to practice my craft with their shattered and smelted pieces.  Prove your allegiance to the Circle, <name>, and I will make you a powerful weapon from the finest Qiraji materials."
8711,"The Qiraji and their servants wield items made with the rarest and finest materials: bones from gargantuan ancient creatures, gems from the depths of the earth, metals pure and strong.Just the sight of Qiraji artifacts fills me with an urge to practice my craft with their shattered and smelted pieces.  Prove your allegiance to the Circle, <name>, and I will make you a powerful weapon from the finest Qiraji materials."
8712,"The Qiraji and their servants wield items made with the rarest and finest materials: bones from gargantuan ancient creatures, gems from the depths of the earth, metals pure and strong.Just the sight of Qiraji artifacts fills me with an urge to practice my craft with their shattered and smelted pieces.  Prove your allegiance to the Circle, <name>, and I will make you a powerful weapon from the finest Qiraji materials."
8728,Well that took a little longer than expected. Now let me see what this ledger says.
8729,Did I mention the bad news yet? Its name is Maws: 100 feet of death and destruction. I guess I may have forgotten that little tidbit.
8730,"Champion, is it you? A thousand years it has been since I was entrusted the shard and it is at my darkest hour that one should rise to relieve me of it... But what would tragedy be without cruelty?<Vaelastrasz coughs weakly.>Ne... Nefarius now holds the scepter shard.Time is of the essence. Nefarius plans to destroy the shard. You must hurry!"
8731,"Greetings, <name>.  Before I assign you to more involved tasks in the war, you'll need to do your share of field duty.You will find Captain Skullsplit's Orgrimmar Legion outside Hive'Regal.Report to him and come back to me with proof of your field service.  I shall have a more advanced assignment ready for you.Oh, please do your best to stay away from the Ironforge Brigade.  Tensions are high among our Alliance and Horde volunteers."
8733,"This is a journey of redemption, hero. Would it be that I was slain today, I would have died for a just and righteous cause. You must recover the green scepter shard. You must cleanse Eranikus of the taint placed upon him by the Old Gods."
8734,"Tyrande will be notifed, mortal. Shan'do Stormrage has prepared me for this contingency."
8735,You must travel to the four dream portals of Azeroth. From each you must draw a fragment of the Nightmare's corruption. The dragonkin that inhabit these areas will hold such fragments. Return to me when you have gathered these fragments.
8736,We must use restraint against Eranikus. We are to redeem him not destroy him.
8737,"The Twilight's Hammer and the elemental nobles they worship present a formidable threat to our operations in Silithus.  With the new enemies we're facing inside Ahn'Qiraj, we cannot afford to lower our guard to our enemies outside.Find a way to summon and destroy an Azure Templar and report to Bor Wildmane."
8738,"We've sent our best scouts deep into the silithid hives to gather intelligence.  Scout Landion has been watching the silithid movements at Hive'Regal for several days now.  Find him and obtain a written report.  We need to be able to act on that information as soon as possible, <name>."
8739,"We've sent our best scouts deep into the silithid hives to gather intelligence.  Scout Jalia has been watching the silithid movements at Hive'Ashi for several days now.  Find her and obtain a written report.  We need to be able to act on that information as soon as possible, <name>."
8740,"Bands of mounted Twilight's Hammer cultists have been spotted riding outside the reach of our forces in Cenarion Hold, picking off our smaller patrols and caravans.Find and defeat the twilight marauders along with their leader, a terrible warrior by the name of Morna.  Report to Windcaller Proudhorn after completing the task."
8741,"The keeper awaits your return, <name>. Take the green scepter shard to Anachronos at the Caverns of Time."
8746,"DISASTER has struck!  Metzen the Reindeer has been kidnapped!Metzen is one of Great-father Winter's eight reindeer - and property of Smokywood Pastures.  We've received not one but TWO ransom letters from groups claiming to have Metzen.  With the holiday season well under way, we're strapped to the coin box here!  Please - find Metzen and return him to us!Check out the ransom letters for clues, and sprinkle this reindeer dust on him - it will free him from any of his bonds!Please, hurry!"
8751,Never have I seen such tenacity! The Bronze Flight grants you one final enchantment. The Timeless One himself has requested it so!
8756,Never have I seen such tenacity! The Bronze Flight grants you one final enchantment. The Timeless One himself has requested it so!
8761,Never have I seen such tenacity! The Bronze Flight grants you one final enchantment. The Timeless One himself has requested it so!
8762,"DISASTER has struck!  Metzen the Reindeer has been kidnapped!Metzen is one of Great-father Winter's eight reindeer - and property of Smokywood Pastures.  We've received not one but TWO ransom letters from groups claiming to have Metzen.  With the holiday season well under way, we're strapped to the coin box here!  Please - find Metzen and return him to us!Check out the ransom letters for clues, and sprinkle this reindeer dust on him - it will free him from any of his bonds!Please, hurry!"
8763,"Listen... I'm not really supposed to be telling you this, but since you're the hero of the day and all...There's fresh holly everywhere this time of the year, but it never lasts.  We've got a machine that preserves holly - it never goes bad!  We use it to spice up the holiday... and profits during the summer!I'll let you use the preserver, but only if you're a master cook.  You'll need some deeprock salt and two, three, oh let's say five gold.  It'll net you a nice batch that's yours to keep."
8770,"As the war effort mounts, the silithid presence in the area presents an ever increasing threat to our operations.  You've been selected to partake on an assault on Hive'Ashi where your primary target will consist of Hive'Ashi defenders.Report back to Commander Mar'alith after your task is completed."
8771,"As the war effort mounts, the silithid presence in the area presents an ever increasing threat to our operations.  You've been selected to partake on an assault on Hive'Ashi where your primary target will consist of Hive'Ashi sandstalkers.Report back to Commander Mar'alith after your task is completed."
8772,Reinforcements have been called on to join the assault on Hive'Zora.  You have been selected to target Hive'Zora waywatchers.  Report back to Commander Mar'alith after completing your task.
8773,Reinforcements have been called on to join the assault on Hive'Zora.  You have been selected to target Hive'Zora reavers.  Report back to Commander Mar'alith after completing your task.
8774,"As the war effort mounts, the silithid presence in the area presents an ever increasing threat to our operations.  You've been selected to partake on an assault on Hive'Regal where your primary target will consist of the Hive'Regal ambushers.Report back to Commander Mar'alith after your task is completed."
8775,"As the war effort mounts, the silithid presence in the area presents an ever increasing threat to our operations.  You've been selected to partake on an assault on Hive'Regal where your primary target will consist of the airborne Hive'Regal spitfires.Report back to Commander Mar'alith after your task is completed."
8776,"As the war effort mounts, the silithid presence in the area presents an ever increasing threat to our operations.  You've been selected to partake on an assault on Hive'Regal where your primary target will consist of the Hive'Regal slavemakers.Report back to Commander Mar'alith after your task is completed."
8777,"As the war effort mounts, the silithid presence in the area presents an ever increasing threat to our operations.  You've been selected to partake on an assault on Hive'Regal where your primary target will consist of Hive'Regal burrowers.Report back to Commander Mar'alith after your task is completed."
8778,The Ironforge Brigade has put in an unusual request for highly... volatile... components.  Gather them and bring them to Mr. Nozzlespring from the Ironforge Brigade.
8779,Geologist Larksbane's studies have proven to be of tremendous value to our operations in Silithus.  She has recently requested scrying materials to be used in her research.Please gather these materials and deliver them to her directly so that she may continue her research.
8780,The Ironforge Brigade's supply of armor kits in the battlefield is running dangerously low.  Obtain a batch and deliver them to Janela Stouthammer at the Ironforge Brigade's outpost outside Hive'Zora.
8781,"The Ironforge Brigade has been a worthy ally in our fight in Silithus.  Unfortunately, many of their supplies were lost on their way here.  Procure a batch of weapons and deliver them to Janela Stouthammer near Hive'Zora."
8782,The latest influx of volunteers has caused a shortage of uniforms.  Procure a batch of uniform materials and bring them to Windcaller Proudhorn.
8783,"Vargus, Cenarion Hold's blacksmith, has requested enchanted materials to be used in the crafting of powerful weapons for our forces.  Obtain these and bring them directly to Vargus so that Cenarion Hold's troops may continue to be well equipped."
8784,You have discovered an ancient Qiraji artifact! Perhaps one of the dragons near the entrance of the temple would have a use for this relic.
8785,"The Orgrimmar Legion has put in a request for several unusual ingredients.  Given their current performance in Silithus, we'd like to comply with their request as soon as possible.  Gather the materials and bring them to the troll called Shai."
8786,The Orgrimmar Legion has put in a request for additional weapons that we haven't been able to provide at the moment.  Obtain the weapons they've requested and bring them to Merok Longstride outside of Hive'Regal.
8787,The brave volunteers of the Orgrimmar Legion have arrived to Silithus to aid us in our cause.  Their supplies of armor kits were somehow lost in the trip.  Obtain a batch of armor kits and deliver them to Merok Longstride at the location of the Orgrimmar Legion camp.
8789,"We have not sat idly by for a millennium, <name>.We have watched these beasts feast on their own when they have exhausted their utility. We have listened as they have plotted and schemed to destroy our world. And we have learned of their own internal treachery.Weaknesses exist and we know how to use those weaknesses to our advantage.Find and bring me their ceremonial armaments: Combined with the element created from the volatility of their own God, they will become a force of reckoning."
8790,"Arygos theorizes that the element which is born of conflicts between the Old Gods and their minions is also extremely deadly to them under the right conditions. I speak of Elementium, mortal.Find and bring me Imperial Qiraji Regalia and the toxic element and I shall infuse weapons of great power."
8791,A terrible menace has been laid to rest. The cruel Ossirian has been vanquished.The denizens of Kalimdor would be relieved to know of this victory. Take Ossirian's head and present it to Commander Mar'alith of Cenarion Hold.
8792,"Hello, I'm glad that you've decided to hear me out. The Horde needs all of the help that it can get to prepare for the Ahn'Qiraj War, and that means that we need you! Even now as we speak, official collectors are gathering the necessary material needed for the upcoming war, but we won't be able to meet our goals without your assistance, <name>!You should go speak with the guy in charge, Warlord Gorchuk. What do you say, <class>? Will you help out with the vital preparations?"
8793,"Hello, I'm glad that you've decided to hear me out. The Horde needs all of the help that it can get to prepare for the Ahn'Qiraj War, and that means that we need you! Even now as we speak, official collectors are gathering the necessary material needed for the upcoming war, but we won't be able to meet our goals without your assistance, <name>!You should go speak with the guy in charge, Warlord Gorchuk. What do you say, <class>? Will you help out with the vital preparations?"
8794,"Hello, I'm glad that you've decided to hear me out. The Horde needs all of the help that it can get to prepare for the Ahn'Qiraj War, and that means that we need you! Even now as we speak, official collectors are gathering the necessary material needed for the upcoming war, but we won't be able to meet our goals without your assistance, <name>!You should go speak with the guy in charge, Warlord Gorchuk. What do you say, <class>? Will you help out with the vital preparations?"
8795,"Hello, I'm glad that you've decided to hear me out. The Alliance needs all of the help that it can get to prepare for the Ahn'Qiraj War, and that means that we need you! Even now as we speak, official collectors are gathering the necessary material needed for the upcoming war, but we won't be able to meet our goals without your assistance, <name>!You should go speak with the guy in charge, Field Marshal Snowfall. What do you say, <class>? Will you help out with the vital preparations?"
8796,"Hello, I'm glad that you've decided to hear me out. The Alliance needs all of the help that it can get to prepare for the Ahn'Qiraj War, and that means that we need you! Even now as we speak, official collectors are gathering the necessary material needed for the upcoming war, but we won't be able to meet our goals without your assistance, <name>!You should go speak with the guy in charge, Field Marshal Snowfall. What do you say, <class>? Will you help out with the vital preparations?"
8797,"Hello, I'm glad that you've decided to hear me out. The Alliance needs all of the help that it can get to prepare for the Ahn'Qiraj War, and that means that we need you! Even now as we speak, official collectors are gathering the necessary material needed for the upcoming war, but we won't be able to meet our goals without your assistance, <name>!You should go speak with the guy in charge, Field Marshal Snowfall. What do you say, <class>? Will you help out with the vital preparations?"
8800,"As you complete the tasks you're assigned in the war you'll want to talk to Vargus, the blacksmith.  Show him any badges you've earned along the way. He'll provide you with gear to match your level of commitment to our cause."
8801,"The walls of Ahn'Qiraj tremble. A force of evil, older than the world itself, has been destroyed.As you look at the remnants of the colossal abomination your heart nearly freezes. Even in death you can feel the legacy of C'Thun's evil around you.You have done what was thought to be impossible.You grab at an eye stalk of the fiend, stowing it safely in your pack.Take the Eye of C'Thun to the dragons in the next chamber."
8802,"To the Caverns of Time you go, < Lord/Lady> <name>. Anachronos awaits your return. Give him the eye of C'Thun as he will undoubtedly wish to place it in his master's collection."
8804,With the arrival of fresh recruits to Cenarion Hold comes the problem of keeping them alive in the desert.  Dehydration as well as numerous poisonous creatures present a serious threat to inexperienced volunteers.  Gather the supplies necessary for a desert survival kit and bring them to Calandrath in Cenarion Hold.
8805,The mounted division of the Cenarion Hold guard is in short supply of ornate mithril boots.  Procure a batch and deliver them immediately to Captain Vish Kozus in Cenarion Hold.
8806,The Cenarion Hold guard is in short supply of grinding stones.  Procure a batch and deliver them immediately to Captain Vish Kozus in Cenarion Hold.
8807,Geologist Larksbane's studies have proven to be of tremendous value to our operations in Silithus.  She has recently requested scrying materials to be used in her research.Please gather these materials and deliver them to her directly so that she may continue her research.
8808,The latest influx of volunteers has caused a shortage of uniforms.  Procure a batch of uniform materials and bring them to Windcaller Proudhorn.
8809,"Vargus, Cenarion Hold's blacksmith, has requested enchanted materials to be used in the crafting of powerful weapons for our forces.  Obtain these and bring them directly to Vargus so that Cenarion Hold's troops may continue to be well equipped."
8810,Our supply of bandages in the battlefield is running dangerously low after the recent casualties we have incurred.  Obtain a batch of first-aid supplies and deliver them to Windcaller Proudhorn in Cenarion Hold.
8827,"I hear Greatfather Winter - with the generous support of Smokeywood Pastures - has put presents for everyone under the tree in Ironforge. I wish I could go, but I've got to look after the PX-238 Winter Wondervolt.But you should definitely check it out. I'm sure Greatfather Winter has some presents with your name on them."
8828,"I hear Greatfather Winter - with the generous support of Smokeywood Pastures - has put presents for everyone under the tree in Orgrimmar. I wish I could go, but I've got to look after the PX-238 Winter Wondervolt.But you should definitely check it out. I'm sure Greatfather Winter has some presents with your name on them."
8829,"The Twilight's Hammer operates through innumerable layers of secrecy and deceit.  While their actions are carried out in our world, they are planned in a place we have not yet been able to reach.We've come to believe that the stones the Twilight's Hammer uses to summon their superiors allow for two-way transportation.  To attempt to use them in this manner, we must replicate - to every last detail - a twilight emissary's robe.Gather the necessary materials and bring them to Aurel Goldleaf, <name>."
